country,year,income,life_expectancy,population,four_regions,eight_regions,six_regions
Indonesia,1974,2720,56,127000000,asia,east_asia_pacific,east_asia_pacific
Iran,1974,15100,63.3,31800000,asia,asia_west,middle_east_north_africa
Iraq,1974,9710,60.6,11300000,asia,asia_west,middle_east_north_africa
Ireland,1974,13000,71.4,3130000,europe,europe_west,europe_central_asia
Israel,1974,15200,71.3,3240000,asia,asia_west,middle_east_north_africa
Italy,1974,19300,72.6,55000000,europe,europe_west,europe_central_asia
Jamaica,1974,7850,70.6,2000000,americas,america_north,america
Japan,1974,16700,73.8,111000000,asia,east_asia_pacific,east_asia_pacific
Jordan,1974,4290,64.4,2000000,asia,asia_west,middle_east_north_africa
Kazakhstan,1974,13300,64.7,13900000,asia,asia_west,europe_central_asia
Kenya,1974,2090,59.5,13000000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,1974,7100,57,54400,asia,east_asia_pacific,east_asia_pacific
Kuwait,1974,114000,70,965000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,1974,3570,61.5,3230000,asia,asia_west,europe_central_asia
Lao,1974,1380,45.2,2990000,asia,east_asia_pacific,east_asia_pacific
Latvia,1974,8850,69.6,2450000,europe,europe_east,europe_central_asia
Lebanon,1974,15000,67.9,2540000,asia,asia_west,middle_east_north_africa
Lesotho,1974,1030,56.8,1120000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,1974,2260,49.4,1580000,africa,africa_sub_saharan,sub_saharan_africa
Libya,1974,40300,68.5,2540000,africa,africa_north,middle_east_north_africa
Lithuania,1974,14200,71.1,3270000,europe,europe_east,europe_central_asia
Luxembourg,1974,35300,71,351000,europe,europe_west,europe_central_asia
"Macedonia, FYR",1974,8150,68.6,1780000,europe,europe_east,europe_central_asia
Madagascar,1974,2330,52.8,7350000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,1974,823,45.9,5140000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,1974,5410,66.5,11900000,asia,east_asia_pacific,east_asia_pacific
Maldives,1974,1440,43.3,132000,asia,asia_west,south_asia
Mali,1974,898,41.2,6370000,africa,africa_sub_saharan,sub_saharan_africa
Malta,1974,5970,70.6,322000,europe,europe_west,europe_central_asia
Marshall Islands,1974,2520,62.3,24500,asia,east_asia_pacific,east_asia_pacific
Mauritania,1974,2990,55.3,1290000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,1974,4080,62.7,878000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,1974,10000,64.2,59100000,americas,america_north,america
"Micronesia, Fed. Sts.",1974,2740,60.5,62500,asia,east_asia_pacific,east_asia_pacific
Moldova,1974,5780,63.7,3800000,europe,europe_east,europe_central_asia
Monaco,1974,31400,NA,24800,europe,europe_west,europe_central_asia
Mongolia,1974,1890,57.4,1440000,asia,east_asia_pacific,east_asia_pacific
Montenegro,1974,13600,73.1,547000,europe,europe_east,europe_central_asia
Morocco,1974,2620,57.4,17400000,africa,africa_north,middle_east_north_africa
Mozambique,1974,586,48.9,10100000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,1974,799,51.9,29000000,asia,east_asia_pacific,east_asia_pacific
Namibia,1974,6180,59,881000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,1974,50600,NA,6970,asia,east_asia_pacific,east_asia_pacific
Nepal,1974,993,50.3,13000000,asia,asia_west,south_asia
Netherlands,1974,22600,74.5,13600000,europe,europe_west,europe_central_asia
New Zealand,1974,22200,72.1,3040000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,1974,6880,63.6,2710000,americas,america_north,america
Niger,1974,1120,43.4,5040000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,1974,4390,52.1,61700000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,1974,1780,69.5,16000000,asia,east_asia_pacific,east_asia_pacific
Norway,1974,26000,74.7,3990000,europe,europe_west,europe_central_asia
Oman,1974,18300,55.1,842000,asia,asia_west,middle_east_north_africa
Pakistan,1974,1830,58.2,64900000,asia,asia_west,south_asia
Palau,1974,51200,NA,12200,asia,east_asia_pacific,east_asia_pacific
Palestine,1974,1560,67,1280000,asia,asia_west,middle_east_north_africa
Panama,1974,7300,71,1700000,americas,america_north,america
Papua New Guinea,1974,1930,54.9,2800000,asia,east_asia_pacific,east_asia_pacific
Paraguay,1974,4000,70.3,2720000,americas,america_south,america
Peru,1974,7220,61.2,14800000,americas,america_south,america
Philippines,1974,3520,63.6,40100000,asia,east_asia_pacific,east_asia_pacific
Poland,1974,11200,71.2,33700000,europe,europe_west,europe_central_asia
Portugal,1974,13100,69.1,9090000,europe,europe_west,europe_central_asia
Qatar,1974,158000,68.1,154000,asia,asia_west,middle_east_north_africa
Romania,1974,12200,69.9,21500000,europe,europe_east,europe_central_asia
Russia,1974,17500,68.3,133000000,europe,europe_east,europe_central_asia
Rwanda,1974,681,47.2,4230000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,1974,3430,65.1,150000,asia,east_asia_pacific,east_asia_pacific
San Marino,1974,27200,NA,19600,europe,europe_west,europe_central_asia
Sao Tome and Principe,1974,2220,61,80700,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,1974,103000,68,7060000,asia,asia_west,middle_east_north_africa
Senegal,1974,1890,48.9,4800000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,1974,13400,71,8420000,europe,europe_east,europe_central_asia
Seychelles,1974,8200,67.6,58100,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,1974,1520,47,2930000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,1974,14500,69.9,2230000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,1974,12500,70.3,4710000,europe,europe_east,europe_central_asia
Slovenia,1974,16400,69.1,1730000,europe,europe_east,europe_central_asia
Solomon Islands,1974,1090,56.2,186000,asia,east_asia_pacific,east_asia_pacific
Somalia,1974,1070,47.6,3630000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,1974,10800,58.5,25500000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,1974,3570,63.7,34800000,asia,east_asia_pacific,east_asia_pacific
South Sudan,1974,2100,50.1,4020000,africa,africa_sub_saharan,sub_saharan_africa
Spain,1974,15700,73.1,35600000,europe,europe_west,europe_central_asia
Sri Lanka,1974,2230,64.4,13500000,asia,asia_west,south_asia
St. Kitts and Nevis,1974,5330,NA,44300,americas,america_north,america
St. Lucia,1974,4010,66.7,109000,americas,america_north,america
St. Vincent and the Grenadines,1974,3000,66.3,94600,americas,america_north,america
Sudan,1974,1900,53.5,11700000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,1974,10500,65,365000,americas,america_south,america
Swaziland,1974,5200,54.1,502000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,1974,25100,75,8170000,europe,europe_west,europe_central_asia
Switzerland,1974,40600,74.4,6340000,europe,europe_west,europe_central_asia
Syria,1974,3520,66.7,7280000,asia,asia_west,middle_east_north_africa
Tajikistan,1974,5060,58.1,3300000,asia,asia_west,europe_central_asia
Tanzania,1974,1470,53.8,15500000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,1974,2710,64.4,41300000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,1974,756,46.7,664000,asia,east_asia_pacific,east_asia_pacific
Togo,1974,1890,53.7,2360000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,1974,1850,65.9,87600,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,1974,11800,66.3,997000,americas,america_north,america
Tunisia,1974,3900,61.3,5530000,africa,africa_north,middle_east_north_africa
Turkey,1974,8420,59.6,38400000,europe,europe_east,europe_central_asia
Turkmenistan,1974,10900,58.2,2460000,asia,asia_west,europe_central_asia
Tuvalu,1974,2640,NA,7620,asia,east_asia_pacific,east_asia_pacific
Uganda,1974,1040,51.2,10500000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,1974,8730,69.4,48500000,europe,europe_east,europe_central_asia
United Arab Emirates,1974,145000,67.8,471000,asia,asia_west,middle_east_north_africa
United Kingdom,1974,19000,72.3,56200000,europe,europe_west,europe_central_asia
United States,1974,26300,72,217000000,americas,america_north,america
Uruguay,1974,7830,68.6,2820000,americas,america_south,america
Uzbekistan,1974,3660,64.9,13500000,asia,asia_west,europe_central_asia
Vanuatu,1974,2270,58.4,96800,asia,east_asia_pacific,east_asia_pacific
Venezuela,1974,17000,67.5,13000000,americas,america_south,america
Vietnam,1974,1130,53.6,47700000,asia,east_asia_pacific,east_asia_pacific
Yemen,1974,2490,47.6,6660000,asia,asia_west,middle_east_north_africa
Zambia,1974,3750,57.4,4790000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,1974,2790,58.8,5920000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,1975,1210,46.3,12600000,asia,asia_west,south_asia
Albania,1975,4330,70.3,2410000,europe,europe_east,europe_central_asia
Algeria,1975,8200,59.5,16700000,africa,africa_north,middle_east_north_africa
Andorra,1975,34100,77.4,30700,europe,europe_west,europe_central_asia
Angola,1975,5620,49.5,7680000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,1975,6230,68.4,71600,americas,america_north,america
Argentina,1975,12800,67.3,26100000,americas,america_south,america
Armenia,1975,3820,68,2830000,europe,europe_east,europe_central_asia
Australia,1975,21700,72.7,13800000,asia,east_asia_pacific,east_asia_pacific
Austria,1975,21500,71.2,7640000,europe,europe_west,europe_central_asia
Azerbaijan,1975,7990,64.3,5670000,europe,europe_east,europe_central_asia
Bahamas,1975,14300,66.8,189000,americas,america_north,america
Bahrain,1975,33700,67.8,267000,asia,asia_west,middle_east_north_africa
Bangladesh,1975,1050,52.4,71300000,asia,asia_west,south_asia
Barbados,1975,10400,71,246000,americas,america_north,america
Belarus,1975,6290,71.2,9320000,europe,europe_east,europe_central_asia
Belgium,1975,22100,72,9770000,europe,europe_west,europe_central_asia
Belize,1975,3320,68.2,133000,americas,america_north,america
Benin,1975,1210,49.6,3270000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,1975,955,51.2,350000,asia,asia_west,south_asia
Bolivia,1975,4230,53.4,5010000,americas,america_south,america
Bosnia and Herzegovina,1975,2900,68.1,3990000,europe,europe_east,europe_central_asia
Botswana,1975,2980,59.5,826000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,1975,8610,63.6,108000000,americas,america_south,america
Brunei,1975,96800,69.2,162000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,1975,9710,71.3,8740000,europe,europe_east,europe_central_asia
Burkina Faso,1975,703,46.1,6150000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,1975,802,45.2,3670000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,1975,1110,24.8,7520000,asia,east_asia_pacific,east_asia_pacific
Cameroon,1975,2400,53.6,7460000,africa,africa_sub_saharan,sub_saharan_africa
Canada,1975,23700,73.7,23200000,americas,america_north,america
Cape Verde,1975,787,61.6,272000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,1975,1170,48.4,2020000,africa,africa_sub_saharan,sub_saharan_africa
Chad,1975,1440,51.2,4090000,africa,africa_sub_saharan,sub_saharan_africa
Chile,1975,5950,67.2,10400000,americas,america_south,america
China,1975,924,63.3,921000000,asia,east_asia_pacific,east_asia_pacific
Colombia,1975,5090,66.4,24800000,americas,america_south,america
Comoros,1975,1580,52.9,257000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",1975,2050,51.6,22900000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",1975,3710,51,1590000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,1975,7060,71.8,2100000,americas,america_north,america
Cote d'Ivoire,1975,4120,53.6,6610000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,1975,15200,69.3,4500000,europe,europe_east,europe_central_asia
Cuba,1975,11500,73.5,9440000,americas,america_north,america
Cyprus,1975,8430,71.2,650000,europe,europe_west,europe_central_asia
Czech Republic,1975,17300,70.5,10100000,europe,europe_east,europe_central_asia
Denmark,1975,24100,74.1,5060000,europe,europe_west,europe_central_asia
Djibouti,1975,4410,60.8,224000,africa,africa_north,middle_east_north_africa
Dominica,1975,3550,70.3,72100,americas,america_north,america
Dominican Republic,1975,4400,67.1,5150000,americas,america_north,america
Ecuador,1975,6840,65.3,6990000,americas,america_south,america
Egypt,1975,3150,54.8,39200000,africa,africa_north,middle_east_north_africa
El Salvador,1975,5520,61.9,4150000,americas,america_north,america
Equatorial Guinea,1975,1140,46,260000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,1975,1020,47.1,2080000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,1975,11600,69.9,1420000,europe,europe_east,europe_central_asia
Ethiopia,1975,728,43.6,32600000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,1975,5390,64.3,577000,asia,east_asia_pacific,east_asia_pacific
Finland,1975,19600,71.7,4720000,europe,europe_east,europe_central_asia
France,1975,20900,73.2,53000000,europe,europe_west,europe_central_asia
Gabon,1975,18300,55.1,650000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,1975,1780,56.9,521000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,1975,6600,66.8,4870000,europe,europe_east,europe_central_asia
Germany,1975,23500,71.5,78900000,europe,europe_west,europe_central_asia
Ghana,1975,2190,56.7,9830000,africa,africa_sub_saharan,sub_saharan_africa
Greece,1975,15400,74.6,9010000,europe,europe_west,europe_central_asia
Grenada,1975,3630,69.3,92400,americas,america_north,america
Guatemala,1975,5280,55.8,6430000,americas,america_north,america
Guinea,1975,1070,46.2,4360000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,1975,1860,45,778000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,1975,4060,61.9,746000,americas,america_south,america
Haiti,1975,2260,48.3,5140000,americas,america_north,america
Honduras,1975,3040,60.8,3150000,americas,america_north,america
Hungary,1975,15100,69.4,10500000,europe,europe_east,europe_central_asia
Iceland,1975,19300,75.2,218000,europe,europe_west,europe_central_asia
India,1975,1200,51.5,621000000,asia,asia_west,south_asia
Indonesia,1975,2650,56.5,131000000,asia,east_asia_pacific,east_asia_pacific
Iran,1975,15500,64.5,32700000,asia,asia_west,middle_east_north_africa
Iraq,1975,10700,61.1,11700000,asia,asia_west,middle_east_north_africa
Ireland,1975,13500,71.7,3180000,europe,europe_west,europe_central_asia
Israel,1975,15400,71.5,3340000,asia,asia_west,middle_east_north_africa
Italy,1975,18700,72.8,55300000,europe,europe_west,europe_central_asia
Jamaica,1975,7700,70.9,2030000,americas,america_north,america
Japan,1975,17000,74.3,112000000,asia,east_asia_pacific,east_asia_pacific
Jordan,1975,4410,64.8,2060000,asia,asia_west,middle_east_north_africa
Kazakhstan,1975,13100,64.9,14100000,asia,asia_west,europe_central_asia
Kenya,1975,2000,59.8,13500000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,1975,7360,57.7,55200,asia,east_asia_pacific,east_asia_pacific
Kuwait,1975,90700,70,1020000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,1975,3570,61.9,3290000,asia,asia_west,europe_central_asia
Lao,1975,1390,45.7,3050000,asia,east_asia_pacific,east_asia_pacific
Latvia,1975,9380,69.1,2470000,europe,europe_east,europe_central_asia
Lebanon,1975,10400,59.6,2580000,asia,asia_west,middle_east_north_africa
Lesotho,1975,924,57,1150000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,1975,2110,49.8,1630000,africa,africa_sub_saharan,sub_saharan_africa
Libya,1975,41700,69.1,2650000,africa,africa_north,middle_east_north_africa
Lithuania,1975,14100,71.1,3300000,europe,europe_east,europe_central_asia
Luxembourg,1975,32700,71.2,354000,europe,europe_west,europe_central_asia
"Macedonia, FYR",1975,8080,68.9,1800000,europe,europe_east,europe_central_asia
Madagascar,1975,2310,53.1,7560000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,1975,833,46.4,5290000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,1975,5340,66.9,12200000,asia,east_asia_pacific,east_asia_pacific
Maldives,1975,1290,44.3,137000,asia,asia_west,south_asia
Mali,1975,1000,41.6,6480000,africa,africa_sub_saharan,sub_saharan_africa
Malta,1975,7050,70.7,323000,europe,europe_west,europe_central_asia
Marshall Islands,1975,2420,62.7,25600,asia,east_asia_pacific,east_asia_pacific
Mauritania,1975,2760,54.8,1330000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,1975,4030,62.9,892000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,1975,10300,64.7,60900000,americas,america_north,america
"Micronesia, Fed. Sts.",1975,2710,60.7,63100,asia,east_asia_pacific,east_asia_pacific
Moldova,1975,5740,63.9,3840000,europe,europe_east,europe_central_asia
Monaco,1975,30900,NA,25200,europe,europe_west,europe_central_asia
Mongolia,1975,1950,58,1480000,asia,east_asia_pacific,east_asia_pacific
Montenegro,1975,13500,73.3,554000,europe,europe_east,europe_central_asia
Morocco,1975,2740,57.8,17800000,africa,africa_north,middle_east_north_africa
Mozambique,1975,488,49.5,10300000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,1975,806,52.5,29700000,asia,east_asia_pacific,east_asia_pacific
Namibia,1975,6020,59.1,905000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,1975,51200,NA,7070,asia,east_asia_pacific,east_asia_pacific
Nepal,1975,983,50.6,13300000,asia,asia_west,south_asia
Netherlands,1975,22600,74.7,13700000,europe,europe_west,europe_central_asia
New Zealand,1975,21600,72.2,3080000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,1975,6640,64.5,2800000,americas,america_north,america
Niger,1975,1060,43.2,5180000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,1975,4060,52.6,63400000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,1975,1840,69.8,16300000,asia,east_asia_pacific,east_asia_pacific
Norway,1975,27300,74.8,4010000,europe,europe_west,europe_central_asia
Oman,1975,22200,56.3,882000,asia,asia_west,middle_east_north_africa
Pakistan,1975,1860,58.7,66800000,asia,asia_west,south_asia
Palau,1975,53500,NA,12300,asia,east_asia_pacific,east_asia_pacific
Palestine,1975,1500,67.1,1320000,asia,asia_west,middle_east_north_africa
Panama,1975,7250,71.5,1750000,americas,america_north,america
Papua New Guinea,1975,1870,55.1,2880000,asia,east_asia_pacific,east_asia_pacific
